Variable:,tasmin
,"Cocos (Keeling) Islands","Administrative unit not available"
1901,24.02,24.02
1902,24.02,24.02
1903,24.02,24.02
1904,24.02,24.02
1905,24.02,24.02
1906,24.02,24.02
1907,24.02,24.02
1908,24.02,24.02
1909,24.02,24.02
1910,24.14,24.14
1911,24.09,24.09
1912,24.15,24.15
1913,24.02,24.02
1914,23.94,23.94
1915,23.91,23.91
1916,24.08,24.08
1917,24.01,24.01
1918,23.88,23.88
1919,24.13,24.13
1920,24.17,24.17
1921,24.17,24.17
1922,24.13,24.13
1923,24.20,24.20
1924,24.19,24.19
1925,24.28,24.28
1926,24.17,24.17
1927,24.17,24.17
1928,24.09,24.09
1929,23.87,23.87
1930,23.96,23.96
1931,24.03,24.03
1932,24.02,24.02
1933,24.02,24.02
1934,24.03,24.03
1935,24.02,24.02
1936,24.02,24.02
1937,24.02,24.02
1938,24.02,24.02
1939,24.02,24.02
1940,24.02,24.02
1941,24.02,24.02
1942,24.02,24.02
1943,24.02,24.02
1944,24.02,24.02
1945,24.02,24.02
1946,24.02,24.02
1947,24.02,24.02
1948,24.02,24.02
1949,24.26,24.26
1950,23.95,23.95
1951,23.88,23.88
1952,24.18,24.18
1953,23.88,23.88
1954,24.11,24.11
1955,23.81,23.81
1956,23.68,23.68
1957,23.88,23.88
1958,24.22,24.22
1959,24.25,24.25
1960,23.62,23.62
1961,23.75,23.75
1962,23.82,23.82
1963,23.83,23.83
1964,23.90,23.90
1965,23.69,23.69
1966,23.58,23.58
1967,23.73,23.73
1968,23.45,23.45
1969,24.14,24.14
1970,24.03,24.03
1971,23.85,23.85
1972,23.98,23.98
1973,24.29,24.29
1974,23.95,23.95
1975,23.86,23.86
1976,23.97,23.97
1977,24.26,24.26
1978,23.90,23.90
1979,24.04,24.04
1980,24.39,24.39
1981,24.09,24.09
1982,24.14,24.14
1983,24.93,24.93
1984,24.48,24.48
1985,24.43,24.43
1986,23.72,23.72
1987,24.34,24.34
1988,24.28,24.28
1989,24.22,24.22
1990,24.44,24.44
1991,24.43,24.43
1992,24.34,24.34
1993,24.33,24.33
1994,23.79,23.79
1995,24.18,24.18
1996,24.61,24.61
1997,24.33,24.33
1998,25.05,25.05
1999,24.75,24.75
2000,24.25,24.25
2001,24.13,24.13
2002,24.41,24.41
2003,24.35,24.35
2004,24.33,24.33
2005,24.34,24.34
2006,24.31,24.31
2007,24.34,24.34
2008,24.17,24.17
2009,24.33,24.33
2010,24.74,24.74
2011,24.53,24.53
2012,24.75,24.75
2013,24.82,24.82
2014,24.95,24.95
2015,25.00,25.00
2016,24.88,24.88
2017,24.43,24.43
2018,24.51,24.51
2019,24.58,24.58
2020,24.93,24.93
