Variable:,tasmax
,"French Polynesia","Administrative unit not available"
1901,24.94,27.23
1902,25.13,27.34
1903,25.98,27.84
1904,24.26,26.83
1905,24.90,27.21
1906,24.90,27.21
1907,24.87,27.18
1908,24.85,27.18
1909,24.85,27.18
1910,24.85,27.17
1911,24.85,27.17
1912,24.85,27.17
1913,24.85,27.17
1914,24.85,27.17
1915,24.85,27.17
1916,24.85,27.18
1917,24.85,27.18
1918,24.85,27.16
1919,24.85,27.17
1920,24.85,27.17
1921,24.85,27.18
1922,24.85,27.18
1923,24.85,27.17
1924,24.85,27.18
1925,24.85,27.17
1926,24.85,27.17
1927,24.85,27.18
1928,24.85,27.17
1929,24.85,27.17
1930,24.85,27.17
1931,24.85,27.17
1932,24.85,27.17
1933,24.85,27.17
1934,24.85,27.17
1935,25.02,27.27
1936,24.78,27.14
1937,25.36,27.47
1938,25.31,27.44
1939,25.30,27.44
1940,25.89,27.78
1941,25.68,27.65
1942,25.62,27.63
1943,25.42,27.51
1944,25.19,27.37
1945,25.69,27.66
1946,25.41,27.50
1947,25.82,27.73
1948,24.95,27.22
1949,24.70,27.09
1950,24.26,26.85
1951,25.00,27.26
1952,25.05,27.31
1953,24.78,27.16
1954,24.79,27.15
1955,24.29,26.81
1956,24.29,26.81
1957,24.65,27.04
1958,24.81,27.13
1959,25.20,27.33
1960,24.98,27.16
1961,24.75,26.83
1962,24.45,26.75
1963,24.61,26.86
1964,24.48,26.69
1965,24.47,26.96
1966,24.69,27.13
1967,24.70,26.84
1968,24.49,26.82
1969,25.10,27.51
1970,25.05,27.14
1971,24.57,26.75
1972,24.86,27.40
1973,25.09,27.28
1974,24.60,26.55
1975,24.80,26.74
1976,24.65,26.81
1977,24.80,27.18
1978,24.71,26.96
1979,24.52,27.21
1980,24.95,27.26
1981,24.98,27.24
1982,24.92,27.50
1983,24.89,27.36
1984,25.00,27.47
1985,25.00,27.41
1986,25.15,27.61
1987,25.05,27.62
1988,25.30,27.62
1989,24.90,27.19
1990,25.20,27.54
1991,25.46,27.72
1992,25.34,27.39
1993,25.14,27.48
1994,25.29,27.58
1995,25.28,27.49
1996,25.04,27.10
1997,24.74,27.18
1998,25.05,27.28
1999,25.32,27.34
2000,25.24,27.25
2001,24.84,27.24
2002,25.27,27.64
2003,25.02,27.60
2004,25.05,27.38
2005,25.12,27.52
2006,25.25,27.58
2007,25.00,27.46
2008,24.95,27.27
2009,25.16,27.58
2010,25.15,27.51
2011,25.00,27.00
2012,25.01,27.48
2013,24.75,27.27
2014,24.95,27.37
2015,25.04,27.53
2016,25.33,27.77
2017,25.20,27.54
2018,25.02,27.34
2019,25.08,27.59
2020,25.25,27.59
