Variable:,tasmin
,"British Indian Ocean Territory","Administrative unit not available"
1901,25.03,25.03
1902,25.03,25.03
1903,25.03,25.03
1904,25.03,25.03
1905,25.03,25.03
1906,25.03,25.03
1907,25.03,25.03
1908,25.03,25.03
1909,25.03,25.03
1910,25.03,25.03
1911,25.03,25.03
1912,25.03,25.03
1913,25.03,25.03
1914,25.03,25.03
1915,25.03,25.03
1916,25.03,25.03
1917,25.03,25.03
1918,25.03,25.03
1919,25.03,25.03
1920,25.03,25.03
1921,25.03,25.03
1922,25.03,25.03
1923,25.03,25.03
1924,25.03,25.03
1925,25.03,25.03
1926,25.03,25.03
1927,25.03,25.03
1928,25.03,25.03
1929,25.03,25.03
1930,25.03,25.03
1931,25.03,25.03
1932,25.03,25.03
1933,25.03,25.03
1934,25.03,25.03
1935,25.03,25.03
1936,25.03,25.03
1937,25.03,25.03
1938,25.03,25.03
1939,25.03,25.03
1940,25.03,25.03
1941,25.03,25.03
1942,25.03,25.03
1943,25.03,25.03
1944,25.03,25.03
1945,25.03,25.03
1946,25.03,25.03
1947,25.03,25.03
1948,25.03,25.03
1949,25.03,25.03
1950,25.03,25.03
1951,25.03,25.03
1952,25.03,25.03
1953,25.03,25.03
1954,25.01,25.01
1955,24.66,24.66
1956,24.58,24.58
1957,25.05,25.05
1958,25.23,25.23
1959,25.38,25.38
1960,24.89,24.89
1961,25.34,25.34
1962,25.32,25.32
1963,25.47,25.47
1964,24.66,24.66
1965,24.48,24.48
1966,24.89,24.89
1967,24.81,24.81
1968,24.53,24.53
1969,24.89,24.89
1970,24.83,24.83
1971,24.28,24.28
1972,25.16,25.16
1973,25.11,25.11
1974,24.54,24.54
1975,24.56,24.56
1976,25.24,25.24
1977,25.21,25.21
1978,25.13,25.13
1979,25.09,25.09
1980,25.24,25.24
1981,25.28,25.28
1982,25.32,25.32
1983,25.65,25.65
1984,25.02,25.02
1985,25.00,25.00
1986,24.86,24.86
1987,25.48,25.48
1988,25.37,25.37
1989,24.85,24.85
1990,25.23,25.23
1991,25.77,25.77
1992,25.56,25.56
1993,25.37,25.37
1994,25.43,25.43
1995,25.63,25.63
1996,25.03,25.03
1997,25.69,25.69
1998,25.80,25.80
1999,25.63,25.63
2000,25.03,25.03
2001,25.33,25.33
2002,25.42,25.42
2003,25.03,25.03
2004,25.03,25.03
2005,25.03,25.03
2006,25.03,25.03
2007,25.03,25.03
2008,25.03,25.03
2009,25.03,25.03
2010,25.03,25.03
2011,25.03,25.03
2012,25.03,25.03
2013,25.03,25.03
2014,25.03,25.03
2015,25.03,25.03
2016,25.03,25.03
2017,25.03,25.03
2018,25.03,25.03
2019,25.03,25.03
2020,25.03,25.03
