Variable:,tasmax
,Guam,"Administrative unit not available"
1901,30.40,30.40
1902,30.40,30.40
1903,30.40,30.40
1904,30.40,30.40
1905,30.40,30.40
1906,30.40,30.40
1907,30.40,30.40
1908,30.40,30.40
1909,30.40,30.40
1910,30.40,30.40
1911,30.40,30.40
1912,30.40,30.40
1913,30.40,30.40
1914,30.40,30.40
1915,30.40,30.40
1916,30.40,30.40
1917,30.40,30.40
1918,30.40,30.40
1919,30.40,30.40
1920,30.40,30.40
1921,30.14,30.14
1922,30.05,30.05
1923,30.01,30.01
1924,30.06,30.06
1925,30.21,30.21
1926,30.57,30.57
1927,30.57,30.57
1928,30.51,30.51
1929,30.11,30.11
1930,30.44,30.43
1931,30.47,30.47
1932,30.41,30.41
1933,30.36,30.36
1934,30.38,30.38
1935,30.36,30.36
1936,30.55,30.55
1937,30.51,30.51
1938,30.53,30.53
1939,30.53,30.53
1940,30.46,30.46
1941,30.33,30.33
1942,30.31,30.31
1943,30.28,30.28
1944,30.40,30.40
1945,29.86,29.85
1946,30.46,30.45
1947,30.21,30.21
1948,29.50,29.49
1949,30.00,30.00
1950,30.04,30.04
1951,30.32,30.32
1952,30.14,30.14
1953,30.24,30.24
1954,30.24,30.24
1955,29.69,29.68
1956,29.65,29.65
1957,30.24,30.24
1958,29.94,29.94
1959,30.18,30.18
1960,30.01,30.01
1961,29.91,29.91
1962,30.11,30.11
1963,30.10,30.10
1964,30.37,30.37
1965,30.23,30.23
1966,30.63,30.63
1967,29.86,29.86
1968,30.14,30.13
1969,30.69,30.69
1970,30.58,30.58
1971,30.43,30.43
1972,30.04,30.03
1973,30.24,30.24
1974,30.02,30.02
1975,29.83,29.83
1976,29.76,29.76
1977,30.24,30.24
1978,30.14,30.14
1979,30.30,30.30
1980,30.36,30.36
1981,30.66,30.66
1982,30.30,30.30
1983,30.90,30.90
1984,31.18,31.18
1985,30.70,30.70
1986,30.63,30.63
1987,30.98,30.98
1988,31.19,31.19
1989,30.89,30.89
1990,30.85,30.85
1991,30.74,30.74
1992,30.75,30.75
1993,30.65,30.65
1994,30.67,30.66
1995,30.52,30.51
1996,30.61,30.61
1997,30.52,30.52
1998,30.44,30.43
1999,30.47,30.46
2000,30.70,30.70
2001,30.81,30.81
2002,30.65,30.64
2003,30.45,30.45
2004,30.64,30.64
2005,30.62,30.62
2006,30.61,30.61
2007,31.09,31.09
2008,31.14,31.14
2009,30.81,30.81
2010,30.68,30.68
2011,30.63,30.63
2012,30.87,30.87
2013,31.20,31.20
2014,30.98,30.97
2015,30.80,30.80
2016,31.31,31.31
2017,30.97,30.97
2018,31.25,31.25
2019,30.92,30.92
2020,30.82,30.82
