Variable:,tasmax
,Samoa,"Administrative unit not available"
1901,29.11,29.10
1902,29.23,29.22
1903,29.09,29.08
1904,28.73,28.72
1905,28.83,28.82
1906,29.04,29.03
1907,28.69,28.68
1908,28.97,28.96
1909,28.50,28.49
1910,28.76,28.76
1911,29.59,29.60
1912,29.90,29.89
1913,29.56,29.56
1914,29.74,29.74
1915,29.16,29.15
1916,28.83,28.82
1917,28.73,28.72
1918,29.03,29.03
1919,29.84,29.83
1920,29.96,29.96
1921,29.66,29.66
1922,29.74,29.74
1923,29.51,29.52
1924,29.88,29.88
1925,29.51,29.51
1926,29.69,29.68
1927,29.60,29.61
1928,29.53,29.53
1929,29.30,29.29
1930,29.23,29.23
1931,29.53,29.51
1932,29.68,29.69
1933,29.56,29.56
1934,29.49,29.48
1935,29.61,29.61
1936,29.61,29.59
1937,29.59,29.57
1938,29.68,29.70
1939,29.36,29.36
1940,29.65,29.64
1941,29.82,29.81
1942,29.53,29.52
1943,29.60,29.60
1944,29.33,29.33
1945,29.33,29.33
1946,29.79,29.77
1947,29.94,29.92
1948,29.61,29.59
1949,29.89,29.88
1950,29.59,29.61
1951,29.73,29.73
1952,29.97,29.98
1953,29.78,29.77
1954,29.64,29.65
1955,29.64,29.65
1956,29.55,29.55
1957,29.69,29.69
1958,30.02,30.01
1959,29.97,29.95
1960,29.83,29.83
1961,29.62,29.61
1962,29.56,29.56
1963,29.74,29.72
1964,29.69,29.66
1965,29.35,29.35
1966,29.78,29.79
1967,29.51,29.50
1968,29.88,29.87
1969,29.86,29.85
1970,29.83,29.82
1971,29.44,29.43
1972,29.54,29.54
1973,29.78,29.77
1974,29.51,29.49
1975,29.55,29.54
1976,29.68,29.65
1977,29.84,29.83
1978,29.73,29.72
1979,30.06,30.06
1980,29.91,29.90
1981,29.79,29.77
1982,29.88,29.86
1983,29.93,29.92
1984,29.91,29.89
1985,29.89,29.88
1986,29.82,29.82
1987,29.64,29.61
1988,29.85,29.85
1989,29.69,29.67
1990,30.02,30.00
1991,30.03,30.02
1992,29.87,29.86
1993,29.62,29.60
1994,29.91,29.91
1995,30.35,30.36
1996,30.65,30.65
1997,30.23,30.22
1998,30.23,30.22
1999,30.47,30.46
2000,30.67,30.68
2001,31.12,31.13
2002,30.91,30.92
2003,30.49,30.46
2004,30.31,30.28
2005,30.49,30.47
2006,30.27,30.25
2007,30.73,30.70
2008,30.30,30.29
2009,30.41,30.39
2010,30.64,30.62
2011,30.24,30.22
2012,30.10,30.06
2013,30.35,30.34
2014,30.20,30.19
2015,29.89,29.87
2016,30.42,30.41
2017,30.30,30.29
2018,30.22,30.21
2019,30.43,30.40
2020,30.48,30.46
