Variable:,tasmax
,Nauru,"Administrative unit not available"
1901,30.89,30.89
1902,30.89,30.89
1903,30.89,30.89
1904,30.89,30.89
1905,30.89,30.89
1906,30.89,30.89
1907,30.89,30.89
1908,30.89,30.89
1909,30.89,30.89
1910,30.89,30.89
1911,30.89,30.89
1912,30.89,30.89
1913,30.89,30.89
1914,30.89,30.89
1915,30.89,30.89
1916,30.89,30.89
1917,30.89,30.89
1918,30.89,30.89
1919,30.89,30.89
1920,30.89,30.89
1921,30.64,30.64
1922,30.73,30.73
1923,30.50,30.50
1924,30.51,30.51
1925,31.21,31.21
1926,30.89,30.89
1927,32.02,32.02
1928,31.92,31.92
1929,31.63,31.63
1930,31.11,31.11
1931,31.41,31.41
1932,31.59,31.59
1933,31.43,31.43
1934,31.51,31.51
1935,31.55,31.55
1936,30.89,30.89
1937,31.09,31.09
1938,30.77,30.77
1939,30.71,30.71
1940,30.47,30.47
1941,30.65,30.65
1942,30.89,30.89
1943,30.89,30.89
1944,30.89,30.89
1945,30.89,30.89
1946,30.89,30.89
1947,30.81,30.81
1948,30.07,30.07
1949,30.23,30.23
1950,30.24,30.24
1951,30.66,30.66
1952,30.99,30.99
1953,30.74,30.74
1954,30.92,30.92
1955,30.52,30.52
1956,30.85,30.85
1957,30.74,30.74
1958,30.90,30.90
1959,31.06,31.06
1960,30.91,30.91
1961,30.80,30.80
1962,30.98,30.98
1963,31.00,31.00
1964,30.52,30.52
1965,30.48,30.48
1966,30.90,30.90
1967,30.83,30.83
1968,30.82,30.82
1969,30.83,30.83
1970,30.81,30.81
1971,30.76,30.76
1972,30.68,30.68
1973,31.21,31.21
1974,30.97,30.97
1975,30.68,30.68
1976,30.59,30.59
1977,30.63,30.63
1978,31.02,31.02
1979,30.88,30.88
1980,30.90,30.90
1981,30.99,30.99
1982,30.83,30.83
1983,31.23,31.23
1984,31.35,31.35
1985,31.42,31.42
1986,31.13,31.13
1987,30.78,30.78
1988,30.91,30.91
1989,30.95,30.95
1990,30.95,30.95
1991,30.97,30.97
1992,30.94,30.94
1993,30.84,30.84
1994,30.98,30.98
1995,31.08,31.08
1996,31.03,31.03
1997,30.98,30.98
1998,31.08,31.08
1999,30.78,30.78
2000,30.91,30.91
2001,30.98,30.98
2002,30.99,30.99
2003,31.00,31.00
2004,31.00,31.00
2005,30.99,30.99
2006,30.98,30.98
2007,30.96,30.96
2008,30.91,30.91
2009,30.93,30.93
2010,30.89,30.89
2011,30.93,30.93
2012,31.00,31.00
2013,30.98,30.98
2014,30.98,30.98
2015,31.01,31.01
2016,31.02,31.02
2017,31.00,31.00
2018,30.99,30.99
2019,31.22,31.22
2020,31.31,31.31
