"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.9013229069412","4.6968178252385","4.95890140377645","4.85228704838131","7.7810908959605","12.0536179767696","11.0743789647307","12.2018301907814","8.88666018352578","","",
"Africa Western and Central","AFW","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.17305056414187","2.01496821504011","4.35011884491608","7.97676918024597","10.1905320738466","10.6112339715733","11.2850858065096","25.8360610272673","23.2405057421816","","",
"Albania","ALB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9629797358261","18.7693391614872","22.4938973002521","23.4927778636215","22.8027340584494","18.1685740476933","18.2699521882911","13.2325333809177","11.0845819952486","8.36895800668083","8.11389988443137",
"Andorra","AND","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17812783392795","5.26698896173513","6.08629581295722","7.12965175228017","6.6556459654326","5.63672001218878","5.02708123004721","5.07183342808963","5.29528650439138","5.61043652612353","6.45748795846886","8.1549577121494",
"Argentina","ARG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.60664677151002","4.45654348120973","3.24185785401591","3.10838474371201","3.46682830746549","2.11702287385862","1.39559840620402","1.7345487210843","1.73258243136737","1.990064383351","1.73684181834171","1.83660554376284","1.83036371198087","3.1085722494152","5.74849305390468","3.86095277529687",
"Armenia","ARM","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97208948345974","2.4475556859775","2.40401572394746","4.28418920018598","4.86361900244843","3.04141129948019","3.42109151341693","3.66922217057882","4.48533892299217","6.96975042813576","7.94971668385926","6.72411125058909","5.43231777940314","4.75439825091816","5.50666582915208","6.55481572888625",
"American Samoa","ASM","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.54253583293225","8.65552703703775","7.93807051375576","6.350929","5.33456","6.25661",
"Australia","AUS","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.564453032698765","0.574013140486956","0.559225604529488","1.35526208847002","2.01806458457878","2.14856125999861","1.96838634633669","1.70189150824109","1.36517488167218","1.01384449933768","0.88872549882617","0.947676353339703","0.857013750175751","0.901855193874304","0.961493162441897","1.10778271314938",
"Austria","AUT","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.73942939162815","2.24246731582086","1.90306942802893","2.25042258658752","2.83071715205898","2.70681550509306","2.81336476630545","2.86654169526513","3.47337431453068","3.39283728404187","2.69521741465076","2.36889544229069","1.88242856429559","1.62862135995416","",
"Azerbaijan","AZE","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burundi","BDI","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.31523574939506","7.39310710399005","8.16828544058576","9.88695195519018","10.8229150487183","17.9166965111326","21.0565185978806","14.1900852248363","","","",
"Belgium","BEL","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28016415707089","1.15706380704911","1.65216421885301","3.07543666306607","2.79861058961923","3.30230175656615","3.73825450719312","4.24497740525735","4.17569211829305","3.78935142858271","3.43203325193356","2.92479354499612","2.26826570545996","2.08706915566812","2.06995809018823",
"Benin","BEN","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84900153173375","9.72807562789872","8.64185174932391","9.36516937089291","8.39790434606775","8.85852562371804","8.8956600593628","9.88732966644866","8.90213335235851","7.73754873370448",
"Bulgaria","BGR","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40390652919768","6.42293385932725","11.9177087634194","14.9736139565097","16.6263209293069","16.8785208328338","16.7465294214345","14.612050861519","13.1730655335127","10.434453416252","7.80156177334957","6.62129943689451","5.79835202186254",
"Bahrain","BHR","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.215964833505","17.9071007297324","11.0172196258194","8.38582572565641","6.07354427319199","5.27605366757593","3.99876150251155","3.01859191826486","3.09120794221065","5.8712072518763","11.421782175376","11.7997140822193","13.4656882284517","15.1198478740683","14.1653123764986","13.7084158662801","11.7777190845963","10.0462751524632","8.77033547967657","7.41165705829786","6.12240215634338",
